PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Is_Compliant,Order_Month,Total_Original_Cost,Total_Negotiated_Cost,Savings,Has_Defect,Row_Defect_Rate,Has_Delivery_Issue,Savings_Rate
PO-00133,Delta_Logistics,2022-04-04,2022-04-22,Electronics,Cancelled,1930,65.52,56.9,282.0,Yes,1,2022-04,126453.59999999999,109817.0,16636.59999999999,1,0.1461139896373057,1,0.1315628815628815
PO-00134,Beta_Supplies,2022-02-18,2022-02-28,Office Supplies,Pending,1912,30.73,29.82,191.0,Yes,1,2022-02,58755.76,57015.840000000004,1739.9199999999983,1,0.09989539748953975,1,0.029612756264236872
PO-00135,Epsilon_Group,2022-04-23,2022-05-09,MRO,Delivered,570,71.51,66.47,,Yes,1,2022-04,40760.700000000004,37887.9,2872.800000000003,0,,0,0.07047965319535736
PO-00136,Beta_Supplies,2022-06-06,2022-06-26,Raw Materials,Delivered,1417,67.27,60.62,,Yes,1,2022-06,95321.59,85898.54,9423.050000000003,0,,0,0.09885535900104062
PO-00137,Alpha_Inc,2023-10-05,2023-10-11,Raw Materials,Delivered,1202,46.67,44.13,21.0,No,0,2023-10,56097.340000000004,53044.26,3053.0800000000017,1,0.01747088186356073,0,0.05442468395114637
PO-00138,Beta_Supplies,2022-06-13,2022-06-14,Office Supplies,Delivered,697,20.73,19.83,78.0,No,0,2022-06,14448.81,13821.509999999998,627.3000000000011,1,0.11190817790530846,0,0.043415340086830755
PO-00139,Epsilon_Group,2023-11-28,2023-12-01,MRO,Delivered,1545,78.19,76.91,42.0,Yes,1,2023-11,120803.55,118825.95,1977.6000000000058,1,0.027184466019417475,0,0.016370379843969864
PO-00140,Gamma_Co,2023-03-09,2023-03-13,MRO,Partially Delivered,1136,60.81,58.25,62.0,Yes,1,2023-03,69080.16,66172.0,2908.1600000000035,1,0.05457746478873239,0,0.04209833908896568
PO-00141,Beta_Supplies,2023-09-03,2023-09-07,MRO,Delivered,1212,87.46,74.55,118.0,No,0,2023-09,106001.51999999999,90354.59999999999,15646.919999999998,1,0.09735973597359736,0,0.14761033615367025
PO-00142,Epsilon_Group,2022-03-07,2022-03-12,MRO,Delivered,1572,57.38,49.32,40.0,Yes,1,2022-03,90201.36,77531.04,12670.320000000007,1,0.02544529262086514,0,0.1404670616939701
PO-00143,Gamma_Co,2023-01-30,2023-02-09,Electronics,Delivered,642,91.9,81.49,26.0,Yes,1,2023-01,58999.8,52316.579999999994,6683.220000000008,1,0.040498442367601244,0,0.11327529923830264
PO-00144,Epsilon_Group,2023-01-26,2023-02-04,Office Supplies,Delivered,441,63.25,54.12,16.0,Yes,1,2023-01,27893.25,23866.92,4026.3300000000017,1,0.036281179138321996,0,0.1443478260869566
PO-00145,Epsilon_Group,2023-09-03,2023-09-19,Office Supplies,Delivered,1748,66.53,57.11,,Yes,1,2023-09,116294.44,99828.28,16466.160000000003,0,,0,0.14159026003306782
PO-00146,Gamma_Co,2023-04-25,,Electronics,Pending,468,95.57,91.8,24.0,Yes,1,2023-04,44726.759999999995,42962.4,1764.3599999999933,1,0.05128205128205128,1,0.039447525374071216
PO-00147,Beta_Supplies,2023-06-26,2023-07-14,Raw Materials,Delivered,338,50.25,46.28,49.0,No,0,2023-06,16984.5,15642.640000000001,1341.8599999999988,1,0.14497041420118342,0,0.07900497512437804
PO-00148,Gamma_Co,2022-09-15,2022-09-22,Office Supplies,Delivered,428,22.94,21.52,26.0,Yes,1,2022-09,9818.32,9210.56,607.7600000000002,1,0.06074766355140187,0,0.06190061028770709
PO-00149,Beta_Supplies,2023-07-21,,Packaging,Delivered,1846,13.72,12.62,216.0,Yes,1,2023-07,25327.120000000003,23296.519999999997,2030.6000000000058,1,0.11700975081256772,1,0.08017492711370285
PO-00150,Epsilon_Group,2022-01-12,2022-01-17,Office Supplies,Delivered,1563,77.96,70.8,41.0,Yes,1,2022-01,121851.48,110660.4,11191.080000000002,1,0.026231605886116442,0,0.09184197024114933
PO-00151,Beta_Supplies,2023-11-28,2023-12-07,Office Supplies,Delivered,280,73.07,69.29,30.0,Yes,1,2023-11,20459.6,19401.2,1058.3999999999978,1,0.10714285714285714,0,0.05173121664157647
PO-00152,Delta_Logistics,2022-04-28,2022-05-12,Raw Materials,Delivered,1067,74.47,64.16,,No,0,2022-04,79459.49,68458.72,11000.770000000004,0,,0,0.13844501141399226
PO-00153,Gamma_Co,2023-11-30,2023-12-17,Electronics,Pending,90,32.38,29.96,7.0,Yes,1,2023-11,2914.2000000000003,2696.4,217.80000000000018,1,0.07777777777777778,1,0.07473749227918473
PO-00154,Gamma_Co,2023-07-04,2023-07-05,Raw Materials,Delivered,1101,24.28,22.73,59.0,No,0,2023-07,26732.280000000002,25025.73,1706.550000000003,1,0.053587647593097185,0,0.06383855024711707
PO-00155,Alpha_Inc,2022-10-01,2022-10-11,Raw Materials,Delivered,184,11.82,10.51,4.0,Yes,1,2022-10,2174.88,1933.84,241.0400000000002,1,0.021739130434782608,0,0.1108291032148901
PO-00156,Epsilon_Group,2023-10-19,2023-11-07,Electronics,Delivered,250,45.92,41.02,3.0,Yes,1,2023-10,11480.0,10255.0,1225.0,1,0.012,0,0.10670731707317073
PO-00157,Epsilon_Group,2022-12-15,,Packaging,Cancelled,1913,66.56,61.34,61.0,Yes,1,2022-12,127329.28,117343.42000000001,9985.859999999986,1,0.03188708834291688,1,0.07842548076923066
PO-00158,Beta_Supplies,2022-04-25,2022-04-30,Electronics,Delivered,829,45.98,40.39,,Yes,1,2022-04,38117.42,33483.31,4634.110000000001,0,,0,0.1215745976511527
PO-00159,Delta_Logistics,2022-10-28,2022-11-13,Raw Materials,Delivered,979,51.59,49.69,148.0,Yes,1,2022-10,50506.61,48646.509999999995,1860.1000000000058,1,0.1511746680286006,0,0.036828842798992165
PO-00160,Epsilon_Group,2023-03-22,2023-04-09,Electronics,Partially Delivered,1106,97.77,90.45,31.0,Yes,1,2023-03,108133.62,100037.7,8095.919999999998,1,0.02802893309222423,0,0.07486959189935562
PO-00161,Delta_Logistics,2022-06-11,2022-06-24,Office Supplies,Pending,1121,42.38,38.34,152.0,Yes,1,2022-06,47507.98,42979.14000000001,4528.8399999999965,1,0.13559322033898305,1,0.09532798489853697
PO-00162,Alpha_Inc,2023-04-10,2023-04-21,Office Supplies,Delivered,552,60.48,56.78,10.0,Yes,1,2023-04,33384.96,31342.56,2042.3999999999978,1,0.018115942028985508,0,0.061177248677248615
PO-00163,Gamma_Co,2022-01-04,2022-01-12,Packaging,Delivered,456,80.53,77.86,26.0,Yes,1,2022-01,36721.68,35504.159999999996,1217.520000000004,1,0.05701754385964912,0,0.03315534583385085
PO-00164,Delta_Logistics,2022-09-27,2022-10-05,Packaging,Delivered,1647,47.52,44.92,,Yes,1,2022-09,78265.44,73983.24,4282.199999999997,0,,0,0.05471380471380467
PO-00165,Epsilon_Group,2023-05-28,2023-06-11,Electronics,Pending,1801,71.27,61.24,43.0,Yes,1,2023-05,128357.26999999999,110293.24,18064.029999999984,1,0.02387562465297057,1,0.1407324259856881
PO-00166,Gamma_Co,2022-07-02,2022-07-18,Electronics,Delivered,854,90.24,85.53,,Yes,1,2022-07,77064.95999999999,73042.62,4022.3399999999965,0,,0,0.05219414893617017
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,Electronics,Delivered,148,103.57,98.62,23.0,No,0,2023-06,15328.359999999999,14595.76,732.5999999999985,1,0.1554054054054054,0,0.047793762672588495
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,MRO,Delivered,733,23.59,22.85,92.0,Yes,1,2022-04,17291.47,16749.05,542.4200000000019,1,0.12551159618008187,0,0.03136922424756263
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,Raw Materials,Delivered,1945,103.2,88.56,,Yes,1,2023-10,200724.0,172249.2,28474.79999999999,0,,0,0.141860465116279
PO-00170,Gamma_Co,2022-11-02,2022-11-21,Raw Materials,Delivered,775,57.0,49.14,48.0,Yes,1,2022-11,44175.0,38083.5,6091.5,1,0.06193548387096774,0,0.13789473684210526
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,Packaging,Delivered,1620,36.73,33.45,235.0,No,0,2023-10,59502.6,54189.00000000001,5313.599999999991,1,0.14506172839506173,0,0.08930029948271154
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Office Supplies,Delivered,1010,55.68,50.86,,Yes,1,2023-06,56236.8,51368.6,4868.200000000004,0,,0,0.08656609195402307
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Office Supplies,Delivered,1812,108.02,101.02,51.0,Yes,1,2023-09,195732.24,183048.24,12684.0,1,0.028145695364238412,0,0.06480281429364933
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50.0,100.0,Yes,1,2022-07,37052.14,33100.0,3952.1399999999994,1,0.1510574018126888,0,0.10666428443809182
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,Office Supplies,Pending,1535,40.58,38.71,165.0,Yes,1,2022-06,62290.299999999996,59419.85,2870.449999999997,1,0.10749185667752444,1,0.04608181370133066
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Raw Materials,Delivered,692,71.03,67.74,70.0,Yes,1,2023-01,49152.76,46876.079999999994,2276.6800000000076,1,0.10115606936416185,0,0.04631845699000438
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96.0,Yes,1,2022-06,59680.799999999996,51723.35999999999,7957.440000000002,1,0.05211726384364821,0,0.1333333333333334
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,Office Supplies,Cancelled,1078,18.34,17.41,102.0,Yes,1,2023-07,19770.52,18767.98,1002.5400000000009,1,0.09461966604823747,1,0.050708833151581284
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Packaging,Delivered,1291,23.44,22.23,,Yes,1,2023-06,30261.04,28698.93,1562.1100000000006,0,,0,0.05162116040955633
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Electronics,Delivered,552,21.52,18.79,13.0,Yes,1,2022-01,11879.039999999999,10372.08,1506.9599999999991,1,0.02355072463768116,0,0.1268587360594795
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Electronics,Delivered,816,26.04,25.61,28.0,Yes,1,2023-09,21248.64,20897.76,350.880000000001,1,0.03431372549019608,0,0.01651305683563753
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,Packaging,Delivered,447,23.62,21.81,50.0,Yes,1,2022-11,10558.140000000001,9749.07,809.0700000000015,1,0.11185682326621924,0,0.0766299745977986
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Packaging,Partially Delivered,920,73.09,70.14,,Yes,1,2023-05,67242.8,64528.8,2714.0,0,,0,0.040361198522369676
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Packaging,Partially Delivered,844,26.37,25.08,38.0,Yes,1,2022-01,22256.280000000002,21167.519999999997,1088.7600000000057,1,0.045023696682464455,0,0.048919226393629375
PO-00185,Epsilon_Group,2022-04-25,,MRO,Delivered,442,41.73,36.45,15.0,Yes,1,2022-04,18444.66,16110.900000000001,2333.7599999999984,1,0.033936651583710405,1,0.126527677929547
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,Electronics,Cancelled,256,96.15,83.44,26.0,Yes,1,2023-01,24614.4,21360.64,3253.760000000002,1,0.1015625,1,0.13218928757150294
PO-00187,Delta_Logistics,2022-11-11,,MRO,Partially Delivered,1088,55.29,53.04,161.0,No,0,2022-11,60155.52,57707.52,2448.0,1,0.1479779411764706,1,0.040694519804666304
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Office Supplies,Delivered,1931,72.88,64.69,187.0,Yes,1,2022-09,140731.28,124916.39,15814.89,1,0.09684101501812532,0,0.11237650933040615
PO-00189,Gamma_Co,2022-03-01,2022-03-11,Electronics,Delivered,1627,25.76,25.09,74.0,Yes,1,2022-03,41911.520000000004,40821.43,1090.0900000000038,1,0.04548248309772587,0,0.026009316770186423
PO-00190,Beta_Supplies,2022-09-04,,Packaging,Delivered,941,28.4,27.21,,No,0,2022-09,26724.399999999998,25604.61,1119.7899999999972,0,,1,0.04190140845070413
PO-00191,Gamma_Co,2023-08-04,2023-08-06,MRO,Delivered,1534,14.98,12.79,,Yes,1,2023-08,22979.32,19619.859999999997,3359.4600000000028,0,,0,0.14619492656875846
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Raw Materials,Delivered,1764,25.46,24.52,46.0,Yes,1,2022-03,44911.44,43253.28,1658.1600000000035,1,0.026077097505668934,0,0.0369206598586018
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,Electronics,Delivered,1648,35.42,31.46,,No,0,2022-03,58372.16,51846.08,6526.080000000002,0,,0,0.11180124223602486
PO-00194,Gamma_Co,2023-05-13,2023-06-01,Packaging,Delivered,913,28.01,24.06,53.0,Yes,1,2023-05,25573.13,21966.78,3606.350000000002,1,0.05805038335158817,0,0.14102106390574803
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,Packaging,Cancelled,792,18.16,17.25,17.0,Yes,1,2022-03,14382.72,13662.0,720.7199999999993,1,0.021464646464646464,1,0.05011013215859027
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,Office Supplies,Partially Delivered,1314,22.63,21.06,44.0,Yes,1,2023-06,29735.82,27672.839999999997,2062.980000000003,1,0.0334855403348554,0,0.0693769332744146
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,MRO,Delivered,613,52.5,45.19,70.0,Yes,1,2022-05,32182.5,27701.469999999998,4481.0300000000025,1,0.11419249592169657,0,0.13923809523809533
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,Office Supplies,Delivered,1070,29.14,26.63,24.0,Yes,1,2022-05,31179.8,28494.1,2685.7000000000007,1,0.022429906542056073,0,0.0861358956760467
PO-00199,Gamma_Co,2023-11-07,2023-11-26,Raw Materials,Partially Delivered,145,47.49,42.76,6.0,Yes,1,2023-11,6886.05,6200.2,685.8500000000004,1,0.041379310344827586,0,0.09959991577174147
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,Raw Materials,Delivered,1973,59.73,54.95,291.0,Yes,1,2023-05,117847.29,108416.35,9430.939999999988,1,0.14749113025848962,0,0.08002678720910755
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,Office Supplies,Delivered,1807,78.63,73.08,100.0,Yes,1,2023-07,142084.41,132055.56,10028.850000000006,1,0.05534034311012728,0,0.07058374666157959
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,Electronics,Delivered,534,13.88,12.51,100.0,Yes,1,2022-06,7411.92,6680.34,731.5799999999999,1,0.18726591760299627,0,0.09870317002881843
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,Electronics,Delivered,1480,85.22,75.48,100.0,Yes,1,2022-09,126125.59999999999,111710.40000000001,14415.199999999983,1,0.06756756756756757,0,0.11429241961980742
PO-00204,Alpha_Inc,2023-06-25,,Office Supplies,Delivered,280,72.16,62.38,100.0,Yes,1,2023-06,20204.8,17466.4,2738.399999999998,1,0.35714285714285715,1,0.1355321507760531
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,Office Supplies,Cancelled,798,19.09,17.76,100.0,Yes,1,2023-09,15233.82,14172.480000000001,1061.3399999999983,1,0.12531328320802004,1,0.06966998428496585
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,Electronics,Delivered,1728,94.83,90.2,100.0,Yes,1,2023-03,163866.24,155865.6,8000.639999999985,1,0.05787037037037037,0,0.048824211747337254
PO-00207,Epsilon_Group,2022-08-05,,MRO,Delivered,1244,96.13,84.78,43.0,Yes,1,2022-08,119585.72,105466.32,14119.399999999994,1,0.03456591639871383,1,0.11806928118173302
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,Office Supplies,Delivered,590,16.89,15.56,46.0,No,0,2023-07,9965.1,9180.4,784.7000000000007,1,0.07796610169491526,0,0.07874481941977508
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,Packaging,Delivered,1109,38.93,33.33,152.0,Yes,1,2023-12,43173.37,36962.97,6210.4000000000015,1,0.13706041478809738,0,0.14384793218597486
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,MRO,Delivered,574,85.03,82.55,54.0,Yes,1,2022-07,48807.22,47383.7,1423.520000000004,1,0.09407665505226481,0,0.02916617664353766
PO-00211,Gamma_Co,2024-01-01,,Office Supplies,Delivered,1233,86.62,76.59,65.0,Yes,1,2024-01,106802.46,94435.47,12366.990000000005,1,0.05271695052716951,1,0.11579311937196957
PO-00212,Gamma_Co,2022-11-16,2022-11-20,Packaging,Delivered,1912,27.94,25.59,83.0,No,0,2022-11,53421.28,48928.08,4493.199999999997,1,0.043410041841004186,0,0.08410880458124548
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,Packaging,Delivered,1772,30.72,27.76,46.0,No,0,2023-02,54435.84,49190.72,5245.119999999995,1,0.025959367945823927,0,0.09635416666666659
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,Office Supplies,Delivered,1316,48.11,41.9,135.0,Yes,1,2023-11,63312.76,55140.4,8172.360000000001,1,0.10258358662613981,0,0.12907919351486177
PO-00215,Beta_Supplies,2023-10-28,,Office Supplies,Delivered,1159,59.24,58.08,,Yes,1,2023-10,68659.16,67314.72,1344.4400000000023,0,,1,0.0195813639432816
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,Office Supplies,Delivered,1869,69.58,67.5,31.0,Yes,1,2023-01,130045.02,126157.5,3887.520000000004,1,0.01658640984483681,0,0.029893647599885054
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,Packaging,Delivered,627,46.23,42.87,,Yes,1,2023-03,28986.21,26879.489999999998,2106.720000000001,0,,0,0.07268007787151205
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,Raw Materials,Pending,731,56.02,54.78,70.0,No,0,2023-06,40950.62,40044.18,906.4400000000023,1,0.09575923392612859,1,0.022134951802927582
PO-00219,Epsilon_Group,2023-04-08,,Office Supplies,Cancelled,606,83.07,79.22,16.0,Yes,1,2023-04,50340.42,48007.32,2333.0999999999985,1,0.026402640264026403,1,0.046346454797158994
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,Office Supplies,Delivered,1647,13.57,12.33,157.0,Yes,1,2022-05,22349.79,20307.51,2042.2800000000025,1,0.09532483302975106,0,0.0913780397936626
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,MRO,Delivered,1062,34.03,30.46,,Yes,1,2022-09,36139.86,32348.52,3791.34,0,,0,0.10490743461651485
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,Office Supplies,Delivered,695,76.8,69.76,,No,0,2022-08,53376.0,48483.200000000004,4892.799999999996,0,,0,0.09166666666666659
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,MRO,Delivered,845,91.47,86.97,,Yes,1,2022-03,77292.15,73489.65,3802.5,0,,0,0.04919645785503444
PO-00224,Gamma_Co,2022-12-13,2022-12-18,MRO,Delivered,1101,59.13,52.51,54.0,Yes,1,2022-12,65102.130000000005,57813.509999999995,7288.62000000001,1,0.04904632152588556,0,0.11195670556401165
PO-00225,Gamma_Co,2022-01-22,2022-01-24,Raw Materials,Delivered,1693,57.89,49.84,88.0,Yes,1,2022-01,98007.77,84379.12000000001,13628.649999999994,1,0.05197873597164796,0,0.13905683192261178
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,Office Supplies,Cancelled,1629,21.51,19.41,250.0,No,0,2023-08,35039.79,31618.89,3420.9000000000015,1,0.1534683855125844,1,0.09762900976290101
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,Raw Materials,Delivered,1413,54.79,50.42,,Yes,1,2023-07,77418.27,71243.46,6174.809999999998,0,,0,0.0797590801241102
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,Packaging,Delivered,1871,59.96,58.54,47.0,Yes,1,2022-08,112185.16,109528.34,2656.820000000007,1,0.02512025654730091,0,0.02368245496998005
PO-00229,Gamma_Co,2023-08-26,,Raw Materials,Delivered,1404,34.85,30.5,78.0,Yes,1,2023-08,48929.4,42822.0,6107.4000000000015,1,0.05555555555555555,1,0.12482065997130562
PO-00230,Gamma_Co,2022-08-14,2022-08-28,Electronics,Delivered,1713,35.43,34.11,74.0,Yes,1,2022-08,60691.59,58430.43,2261.159999999996,1,0.04319906596614127,0,0.03725656223539368
PO-00231,Gamma_Co,2022-01-08,2022-01-13,Electronics,Delivered,1579,43.96,43.41,74.0,Yes,1,2022-01,69412.84,68544.39,868.4499999999971,1,0.046865104496516784,0,0.012511373976342088
PO-00232,Gamma_Co,2022-03-14,2022-03-26,Electronics,Delivered,1421,11.92,11.72,76.0,Yes,1,2022-03,16938.32,16654.120000000003,284.1999999999971,1,0.05348346235045742,0,0.016778523489932716
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,MRO,Delivered,1546,43.47,37.37,53.0,Yes,1,2023-12,67204.62,57774.02,9430.599999999999,1,0.03428201811125485,0,0.1403266620657925
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,Electronics,Delivered,1304,32.08,29.36,,Yes,1,2023-10,41832.32,38285.44,3546.8799999999974,0,,0,0.08478802992518697
PO-00235,Delta_Logistics,2022-03-02,,Raw Materials,Delivered,239,39.87,35.47,32.0,Yes,1,2022-03,9528.93,8477.33,1051.6000000000004,1,0.13389121338912133,1,0.1103586656634061
PO-00236,Alpha_Inc,2022-08-23,,Office Supplies,Delivered,1298,21.51,20.83,,Yes,1,2022-08,27919.980000000003,27037.339999999997,882.6400000000067,0,,1,0.031613203161320554
PO-00237,Delta_Logistics,2022-03-11,,MRO,Delivered,1458,91.05,81.56,220.0,Yes,1,2022-03,132750.9,118914.48000000001,13836.419999999984,1,0.15089163237311384,1,0.10422844590884117
PO-00238,Gamma_Co,2022-02-02,2022-02-13,MRO,Delivered,1450,63.74,59.11,71.0,Yes,1,2022-02,92423.0,85709.5,6713.5,1,0.04896551724137931,0,0.07263884530906808
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,Electronics,Delivered,1356,75.03,63.86,131.0,Yes,1,2022-12,101740.68000000001,86594.16,15146.520000000004,1,0.09660766961651918,0,0.14887378381980543
PO-00240,Gamma_Co,2022-03-14,,Packaging,Delivered,682,81.84,71.86,40.0,Yes,1,2022-03,55814.880000000005,49008.52,6806.360000000008,1,0.05865102639296188,1,0.12194525904203336
PO-00241,Gamma_Co,2023-06-11,2023-06-19,Packaging,Delivered,677,59.52,55.29,39.0,Yes,1,2023-06,40295.04,37431.33,2863.709999999999,1,0.05760709010339734,0,0.07106854838709675
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,Office Supplies,Delivered,1022,18.54,16.55,150.0,Yes,1,2022-09,18947.879999999997,16914.100000000002,2033.7799999999952,1,0.14677103718199608,0,0.10733549083063622
PO-00243,Alpha_Inc,2022-10-13,,Raw Materials,Delivered,1818,60.96,57.13,41.0,Yes,1,2022-10,110825.28,103862.34000000001,6962.939999999988,1,0.022552255225522552,1,0.0628280839895012
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,Electronics,Delivered,1332,69.73,63.8,41.0,Yes,1,2023-11,92880.36,84981.59999999999,7898.760000000009,1,0.03078078078078078,0,0.0850423060375736
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,Raw Materials,Delivered,1432,83.26,77.67,174.0,Yes,1,2023-05,119228.32,111223.44,8004.880000000005,1,0.12150837988826815,0,0.06713908239250543
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,Packaging,Pending,759,50.56,46.47,63.0,No,0,2022-08,38375.04,35270.729999999996,3104.310000000005,1,0.08300395256916997,1,0.08089398734177228
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,Packaging,Delivered,1529,23.42,22.44,30.0,Yes,1,2023-07,35809.18,34310.76,1498.4199999999983,1,0.01962066710268149,0,0.041844577284372284
PO-00248,Gamma_Co,2022-05-16,2022-05-25,Electronics,Delivered,1484,36.25,31.8,61.0,Yes,1,2022-05,53795.0,47191.200000000004,6603.799999999996,1,0.04110512129380054,0,0.1227586206896551
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,Packaging,Delivered,698,46.73,45.61,15.0,Yes,1,2023-08,32617.539999999997,31835.78,781.7599999999984,1,0.02148997134670487,0,0.02396747271560021
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,Packaging,Pending,367,74.61,71.36,13.0,Yes,1,2023-08,27381.87,26189.12,1192.75,1,0.035422343324250684,1,0.04355984452486262
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,Office Supplies,Partially Delivered,1750,65.97,58.34,50.0,Yes,1,2023-04,115447.5,102095.0,13352.5,1,0.02857142857142857,0,0.11565863271183871
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,,No,0,2022-09,56761.53999999999,48298.58,8462.959999999992,0,,0,0.14909672993368384
PO-00253,Gamma_Co,2023-04-30,2023-05-20,Packaging,Delivered,1892,106.2,96.37,93.0,Yes,1,2023-04,200930.4,182332.04,18598.359999999986,1,0.04915433403805497,0,0.09256120527306962
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141.0,Yes,1,2023-02,89803.96999999999,79256.48,10547.48999999999,1,0.10788064269319052,0,0.11745015281618387
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,Electronics,Delivered,733,32.29,29.01,78.0,Yes,1,2022-07,23668.57,21264.33,2404.239999999998,1,0.10641200545702592,0,0.1015794363580055
PO-00256,Gamma_Co,2022-04-07,,Packaging,Delivered,713,19.45,18.82,31.0,Yes,1,2022-04,13867.85,13418.66,449.1900000000005,1,0.043478260869565216,1,0.03239074550128538
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,Packaging,Delivered,1900,24.11,23.45,188.0,Yes,1,2022-04,45809.0,44555.0,1254.0,1,0.09894736842105263,0,0.027374533388635422
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,MRO,Cancelled,1447,35.67,35.07,224.0,No,0,2023-11,51614.490000000005,50746.29,868.2000000000044,1,0.15480304077401522,1,0.016820857863751135
PO-00259,Epsilon_Group,2023-03-18,,Office Supplies,Delivered,1745,26.17,22.25,55.0,Yes,1,2023-03,45666.65,38826.25,6840.4000000000015,1,0.03151862464183381,1,0.14978983568972107
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143.0,Yes,1,2022-12,47505.060000000005,44748.22,2756.840000000004,1,0.08506841165972635,0,0.05803255484784155
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,Electronics,Delivered,1545,38.15,36.96,214.0,Yes,1,2023-03,58941.75,57103.200000000004,1838.5499999999956,1,0.13851132686084142,0,0.03119266055045864
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,Raw Materials,Delivered,1306,27.27,25.96,39.0,Yes,1,2023-02,35614.62,33903.76,1710.8600000000006,1,0.02986217457886677,0,0.04803813714704805
PO-00263,Gamma_Co,2023-04-24,2023-05-06,Raw Materials,Delivered,1765,97.51,84.3,65.0,Yes,1,2023-04,172105.15000000002,148789.5,23315.650000000023,1,0.036827195467422094,0,0.13547328479130358
PO-00264,Gamma_Co,2022-02-25,2022-03-15,Packaging,Cancelled,1186,17.31,16.0,64.0,Yes,1,2022-02,20529.66,18976.0,1553.6599999999999,1,0.05396290050590219,1,0.07567879838243789
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,Packaging,Delivered,1903,63.5,56.09,254.0,Yes,1,2023-11,120840.5,106739.27,14101.229999999996,1,0.13347346295323173,0,0.11669291338582674
